email_id,campaign_id,opens
167,1,0
168,1,0
169,1,0
170,1,0
171,1,0
172,1,0
173,1,0
174,1,0
175,1,0
176,1,0
177,1,0
178,1,0
179,1,0
180,1,0
181,1,0
182,1,0
183,1,0
184,1,0
185,2,3
186,2,1
187,2,1
188,2,2
189,2,2
190,2,3
191,2,3
192,2,4
193,2,4
194,2,4
195,2,5
196,2,2
197,2,2
198,2,3
199,2,3
200,2,2
201,2,1
202,2,1
203,2,2
204,2,2
205,2,3
206,2,1
207,2,2
208,2,2
209,2,3
210,2,2
211,2,1
212,2,1
213,2,2
214,2,2
215,2,2
216,2,1
217,2,2
218,2,2
219,2,1
220,2,3
221,2,2
222,2,1
223,2,2
224,2,1
225,2,1
226,2,1
227,2,3
228,2,1
229,2,1
230,2,1
231,2,1
232,2,1
233,2,1
234,2,1
235,2,1
236,2,2
237,2,2
238,2,1
239,2,1
240,2,1
241,2,1
242,2,1
243,2,1
244,2,2
245,2,1
246,2,1
247,2,1
248,2,1
249,2,1
250,2,1
251,2,1
252,2,2
253,2,1
254,2,1
255,2,1
256,2,1
257,2,1
258,2,1
259,2,1
260,2,1
261,2,1
262,2,1
263,2,1
264,2,1
265,2,1
266,2,2
267,2,1
268,2,1
269,2,1
270,2,1
271,2,1
272,2,1
273,2,1
274,2,1
275,2,2
276,2,1
277,2,1
278,2,1
279,2,1
280,2,2
281,2,1
282,2,2
283,2,3
284,2,2
285,2,1
286,2,1
287,2,1
288,2,1
289,2,1
290,2,3
291,2,2
292,2,1
293,2,1
294,2,1
295,2,1
296,2,1
297,2,1
298,2,1
299,2,1
300,2,1
301,2,1
302,2,1
303,2,2
304,2,1
305,2,2
306,2,1
307,2,1
308,2,1
309,2,1
310,2,0
311,2,0
312,2,0
313,2,0
314,2,0
315,2,0
316,2,0
317,2,0
318,2,0
319,2,0
320,2,0
321,2,0
322,2,0
323,2,0
324,2,0
325,2,0
326,2,0
327,2,0
328,2,0
329,2,0
330,2,0
331,2,0
332,2,0
333,2,0
334,2,0
335,2,0
336,2,0
337,2,0
338,2,0
339,2,0
340,2,0
341,2,0
342,2,0
343,2,0
344,2,0
345,2,0
346,2,0
347,2,0
348,2,0
349,2,0
350,2,0
351,2,0
352,2,0
353,2,0
354,2,0
355,2,0
356,2,0
357,2,0
358,2,0
359,2,0
360,2,0
361,2,0
362,2,0
363,2,0
364,2,0
365,2,0
366,2,0
367,2,0
368,2,0
369,2,0
370,2,0
371,2,0
372,2,0
373,2,0
374,2,0
375,2,0
376,2,0
377,2,0
378,2,0
379,2,0
380,2,0
381,2,0
382,2,0
383,2,0
384,2,0
385,2,0
386,2,0
387,2,0
388,2,0
389,2,0
390,2,0
391,2,0
392,2,0
393,2,0
394,2,0
395,2,0
396,2,0
397,2,0
398,2,0
399,2,0
400,2,0
401,2,0
402,2,0
403,2,0
404,2,0
405,2,0
406,2,0
407,2,0
408,2,0
409,2,0
410,2,0
411,2,0
412,2,0
413,2,0
414,2,0
415,2,0
416,2,0
417,2,0
418,2,0
419,2,0
420,2,0
421,2,0
422,2,0
423,2,0
424,2,0
425,2,0
426,2,0
427,2,0
428,2,0
429,2,0
430,2,0
431,2,0
432,2,0
433,2,0
434,3,2
435,3,2
436,3,1
437,3,3
438,3,1
439,3,5
440,3,3
441,3,7
442,3,2
443,3,5
444,3,3
445,3,2
446,3,2
447,3,2
448,3,3
449,3,2
450,3,2
451,3,2
452,3,3
453,3,1
454,3,2
455,3,2
456,3,1
457,3,2
458,3,2
459,3,2
61,3,2
460,3,1
461,3,1
462,3,2
463,3,2
464,3,1
465,3,2
466,3,2
467,3,1
468,3,3
469,3,2
470,3,2
471,3,3
472,3,3
473,3,1
474,3,1
475,3,1
476,3,1
477,3,2
478,3,1
479,3,3
480,3,1
481,3,1
482,3,1
483,3,3
484,3,1
485,3,2
486,3,2
487,3,1
488,3,3
489,3,1
490,3,2
491,3,2
492,3,2
493,3,2
494,3,1
495,3,1
496,3,2
497,3,1
498,3,1
499,3,2
500,3,1
501,3,1
502,3,1
503,3,1
504,3,1
505,3,2
506,3,1
507,3,1
508,3,1
509,3,1
510,3,1
511,3,1
512,3,2
513,3,1
514,3,1
515,3,1
516,3,3
517,3,1
518,3,1
519,3,1
520,3,1
521,3,1
522,3,1
523,3,1
524,3,1
525,3,1
526,3,1
527,3,1
528,3,1
529,3,1
530,3,1
531,3,1
532,3,1
533,3,1
534,3,1
535,3,1
536,3,2
537,3,2
538,3,1
539,3,1
540,3,1
541,3,1
542,3,1
543,3,1
544,3,1
545,3,2
546,3,1
547,3,2
548,3,1
549,3,1
550,3,1
551,3,1
552,3,1
553,3,1
554,3,1
555,3,1
556,3,2
557,3,1
558,3,1
559,3,1
560,3,1
561,3,1
562,3,1
563,3,1
564,3,1
565,3,0
566,3,0
567,3,0
568,3,0
569,3,0
570,3,0
571,3,0
572,3,0
573,3,0
574,3,0
575,3,0
576,3,0
577,3,0
578,3,0
579,3,0
580,3,0
581,3,0
582,3,0
583,3,0
584,3,0
585,3,0
586,3,0
587,3,0
588,3,0
589,3,0
590,3,0
591,3,0
592,3,0
593,3,0
594,3,0
595,3,0
596,3,0
597,3,0
598,3,0
599,3,0
600,3,0
601,3,0
602,3,0
603,3,0
604,3,0
605,3,0
606,3,0
607,3,0
608,3,0
609,3,0
610,3,0
611,3,0
612,3,0
613,3,0
614,3,0
615,3,0
616,3,0
617,3,0
618,3,0
619,3,0
620,3,0
621,3,0
622,3,0
623,3,0
624,3,0
625,3,0
626,3,0
627,3,0
628,3,0
629,3,0
630,3,0
631,3,0
632,3,0
633,3,0
634,3,0
635,3,0
636,3,0
637,3,0
638,3,0
639,3,0
640,3,0
641,3,0
642,3,0
643,3,0
644,3,0
645,3,0
646,3,0
647,3,0
648,3,0
649,3,0
650,3,0
651,3,0
652,3,0
653,3,0
654,3,0
655,3,0
656,3,0
657,3,0
658,3,0
659,3,0
660,3,0
661,3,0
662,3,0
663,3,0
664,3,0
665,3,0
666,3,0
667,3,0
668,3,0
669,3,0
670,3,0
671,3,0
672,3,0
673,3,0
674,3,0
675,3,0
676,3,0
677,3,0
678,3,0
679,3,0
680,3,0
681,3,0
682,3,0
683,3,0
684,3,0
685,3,0
686,3,0
687,3,0
688,3,0
689,4,1
690,4,2
691,4,1
692,4,12
693,4,3
694,4,4
695,4,2
696,4,1
697,4,2
698,4,3
699,4,1
700,4,1
701,4,2
702,4,2
703,4,3
704,4,4
705,4,3
706,4,1
707,4,1
708,4,2
709,4,1
710,4,2
711,4,2
712,4,1
713,4,2
714,4,2
715,4,3
716,4,1
717,4,2
718,4,1
719,4,1
720,4,2
721,4,3
722,4,2
723,4,1
724,4,2
725,4,3
726,4,1
727,4,2
728,4,2
729,4,1
730,4,2
731,4,4
732,4,3
733,4,1
734,4,1
735,4,3
736,4,2
737,4,1
738,4,1
739,4,1
740,4,2
741,4,1
742,4,1
743,4,1
744,4,1
745,4,2
746,4,1
747,4,1
748,4,1
749,4,1
750,4,1
751,4,1
752,4,1
753,4,2
754,4,1
755,4,1
756,4,1
757,4,1
758,4,1
759,4,2
760,4,1
761,4,1
762,4,1
763,4,1
764,4,3
765,4,1
766,4,1
767,4,1
768,4,1
769,4,1
770,4,2
771,4,1
772,4,1
773,4,1
774,4,1
775,4,2
776,4,1
777,4,1
778,4,1
779,4,1
780,4,1
781,4,1
782,4,1
783,4,1
784,4,1
785,4,1
786,4,2
787,4,1
788,4,0
789,4,0
790,4,0
791,4,0
792,4,0
793,4,0
794,4,0
795,4,0
796,4,0
797,4,0
798,4,0
799,4,0
800,4,0
801,4,0
802,4,0
803,4,0
804,4,0
805,4,0
806,4,0
807,4,0
808,4,0
809,4,0
810,4,0
811,4,0
812,4,0
813,4,0
814,4,0
815,4,0
816,4,0
817,4,0
818,4,0
819,4,0
820,4,0
821,4,0
822,4,0
823,4,0
824,4,0
825,4,0
826,4,0
827,4,0
828,4,0
829,4,0
830,4,0
831,4,0
832,4,0
833,4,0
834,4,0
835,4,0
836,4,0
837,4,0
838,4,0
839,4,0
840,4,0
841,4,0
842,4,0
843,4,0
844,4,0
845,4,0
846,4,0
847,4,0
848,4,0
849,4,0
850,4,0
851,4,0
852,4,0
853,4,0
854,4,0
855,4,0
856,4,0
857,4,0
858,4,0
859,4,0
860,4,0
861,4,0
862,4,0
863,4,0
864,4,0
865,4,0
866,4,0
867,4,0
868,4,0
869,4,0
870,4,0
871,4,0
872,4,0
873,4,0
874,4,0
875,4,0
876,4,0
877,4,0
878,4,0
879,4,0
880,4,0
881,4,0
882,4,0
883,4,0
884,4,0
885,4,0
886,4,0
887,4,0
888,4,0
889,4,0
890,4,0
891,4,0
892,4,0
893,4,0
894,4,0
895,4,0
896,4,0
897,4,0
898,4,0
899,4,0
900,4,0
901,4,0
902,4,0
903,4,0
904,4,0
905,4,0
906,4,0
907,4,0
908,4,0
909,4,0
910,4,0
911,4,0
912,4,0
913,4,0
914,4,0
915,4,0
916,4,0
917,4,0
918,4,0
919,4,0
920,4,0
921,4,0
922,4,0
923,4,0
924,4,0
925,4,0
926,4,0
927,4,0
928,4,0
929,4,0
930,4,0
931,4,0
932,4,0
933,4,0
934,5,5
935,5,3
936,5,2
937,5,4
938,5,1
939,5,2
940,5,2
941,5,2
942,5,1
943,5,1
944,5,5
945,5,1
946,5,3
947,5,3
948,5,1
949,5,1
950,5,1
951,5,2
952,5,1
953,5,1
954,5,1
955,5,1
956,5,1
957,5,1
958,5,1
959,5,1
960,5,1
961,5,1
962,5,1
963,5,2
964,5,1
965,5,1
966,5,1
967,5,1
968,5,1
969,5,1
970,5,1
971,5,1
972,5,1
973,5,1
974,5,1
975,5,1
976,5,1
977,5,1
978,5,1
979,5,1
980,5,1
981,5,1
982,5,2
983,5,1
984,5,1
985,5,2
986,5,1
987,5,1
988,5,1
989,5,1
990,5,2
991,5,1
992,5,1
993,5,1
994,5,1
995,5,1
996,5,2
997,5,1
998,5,1
999,5,1
1000,5,1
1001,5,1
1002,5,1
1003,5,0
1004,5,0
1005,5,0
1006,5,0
1007,5,0
1008,5,0
1009,5,0
1010,5,0
1011,5,0
1012,5,0
1013,5,0
1014,5,0
1015,5,0
1016,5,0
1017,5,0
1018,5,0
1019,5,0
1020,5,0
1021,5,0
1022,5,0
1023,5,0
1024,5,0
1025,5,0
1026,5,0
1027,5,0
1028,5,0
1029,5,0
1030,5,0
1031,5,0
1032,5,0
1033,5,0
1034,5,0
1035,5,0
1036,5,0
1037,5,0
1038,5,0
1039,5,0
1040,5,0
1041,5,0
1042,5,0
1043,5,0
1044,5,0
1045,5,0
1046,5,0
1047,5,0
1048,5,0
1049,5,0
1050,5,0
1051,5,0
1052,5,0
1053,5,0
1054,5,0
1055,5,0
1056,5,0
1057,5,0
1058,5,0
1059,5,0
1060,5,0
1061,5,0
1062,5,0
1063,5,0
1064,5,0
1065,5,0
1066,5,0
1067,5,0
1068,5,0
1069,5,0
1070,5,0
1071,5,0
1072,5,0
1073,5,0
1074,5,0
1075,5,0
1076,5,0
1077,5,0
1078,5,0
1079,5,0
1080,5,0
1081,5,0
1082,5,0
1083,5,0
1084,5,0
1085,5,0
1086,5,0
1087,5,0
1088,5,0
1089,5,0
1090,5,0
1091,5,0
1092,5,0
1093,5,0
1094,5,0
1095,5,0
1096,6,9
1097,6,3
1098,6,6
1099,6,2
1100,6,2
1101,6,13
1102,6,1
1103,6,1
1104,6,4
1105,6,3
1106,6,2
1107,6,1
1108,6,2
1109,6,1
1110,6,2
1111,6,2
1112,6,4
1113,6,3
1114,6,1
1115,6,2
1116,6,2
1117,6,1
1118,6,1
1119,6,1
1120,6,2
1121,6,1
1122,6,2
1123,6,1
1124,6,1
1125,6,1
1126,6,1
1127,6,1
1128,6,1
1129,6,1
1130,6,1
1131,6,1
1132,6,1
1133,6,1
1134,6,1
1135,6,3
1136,6,1
1137,6,1
1138,6,2
1139,6,1
1140,6,1
1141,6,1
1142,6,1
1143,6,1
1144,6,1
1145,6,1
1146,6,2
1147,6,1
1148,6,4
1149,6,1
1150,6,1
1151,6,1
1152,6,1
1153,6,1
1154,6,1
1155,6,1
1156,6,1
1157,6,1
1158,6,1
1159,6,1
1160,6,1
1161,6,1
1162,6,2
1163,6,1
1164,6,0
1165,6,0
1166,6,0
1167,6,0
1168,6,0
1169,6,0
1170,6,0
1171,6,0
1172,6,0
1173,6,0
1174,6,0
1175,6,0
1176,6,0
1177,6,0
1178,6,0
1179,6,0
1180,6,0
1181,6,0
1182,6,0
1183,6,0
1184,6,0
1185,6,0
1186,6,0
1187,6,0
1188,6,0
1189,6,0
1190,6,0
1191,6,0
1192,6,0
1193,6,0
1194,6,0
1195,6,0
1196,6,0
1197,6,0
1198,6,0
1199,6,0
1200,6,0
1201,6,0
1202,6,0
1203,6,0
1204,6,0
1205,6,0
1206,6,0
1207,6,0
1208,6,0
1209,6,0
1210,6,0
1211,6,0
1212,6,0
1213,6,0
1214,6,0
1215,6,0
1216,6,0
1217,6,0
1218,6,0
1219,6,0
1220,6,0
1221,6,0
1222,6,0
1223,6,0
1224,6,0
1225,6,0
1226,6,0
1227,6,0
1228,6,0
1229,6,0
1230,6,0
1231,6,0
1232,6,0
1233,6,0
1234,6,0
1235,6,0
1236,6,0
1237,6,0
1238,6,0
1239,6,0
1240,6,0
1241,6,0
1242,6,0
1243,6,0
1244,6,0
1245,6,0
1246,6,0
1247,6,0
1248,6,0
1249,6,0
1250,6,0
1251,6,0
1252,6,0
1253,6,0
1254,6,0
1255,6,0
1256,6,0
1257,6,0
1258,6,0
1259,6,0
1260,6,0
1261,6,0
1262,6,0
1263,6,0
1264,6,0
1265,6,0
1266,6,0
1267,6,0
1268,6,0
1269,6,0
1270,6,0
1271,6,0
1272,6,0
1273,6,0
1274,6,0
1275,6,0
1276,6,0
1277,6,0
1278,6,0
1279,6,0
1280,6,0
1281,6,0
1282,6,0
1283,6,0
1284,6,0
1285,6,0
1286,6,0
1287,6,0
1288,6,0
1289,6,0
1290,6,0
1291,6,0
1292,6,0
1293,6,0
1294,6,0
1295,6,0
1296,6,0
1297,6,0
1298,6,0
1299,6,0
1300,6,0
1301,6,0
1302,6,0
1303,6,0
1304,6,0
1305,6,0
1306,6,0
1307,6,0
1308,6,0
1309,6,0
1310,6,0
1311,6,0
1312,6,0
1313,6,0
1314,6,0
1315,6,0
1316,6,0
1317,6,0
1318,6,0
1319,6,0
1320,6,0
1321,6,0
1322,6,0
1323,6,0
1324,6,0
1325,6,0
1326,6,0
1327,6,0
1328,6,0
1329,6,0
1330,6,0
1331,6,0
1332,6,0
1333,7,2
1334,7,2
1335,7,3
1336,7,3
1337,7,2
1338,7,2
1339,7,2
1340,7,2
1341,7,4
1342,7,2
1343,7,3
1344,7,2
1104,7,4
1345,7,2
1346,7,1
1347,7,2
1348,7,3
1349,7,1
1350,7,3
1351,7,1
1352,7,2
1353,7,2
1354,7,1
1355,7,2
1356,7,1
1357,7,1
1358,7,1
1359,7,2
1360,7,1
1361,7,1
1362,7,1
1363,7,1
1364,7,1
1365,7,2
1366,7,2
1367,7,1
1368,7,2
1369,7,2
1370,7,1
1371,7,1
1372,7,1
1373,7,1
1374,7,2
1375,7,1
1376,7,2
1377,7,2
1378,7,1
1379,7,1
1380,7,1
1381,7,1
1382,7,1
1383,7,1
1384,7,1
1385,7,1
1386,7,1
1387,7,1
1388,7,1
1389,7,1
1390,7,1
1391,7,1
1392,7,1
1393,7,1
1394,7,2
1395,7,1
1396,7,1
1397,7,1
1398,7,1
1399,7,1
1400,7,1
1401,7,1
1402,7,1
1403,7,1
1404,7,2
1405,7,1
1406,7,2
1407,7,1
1408,7,1
1409,7,1
1410,7,1
1411,7,1
1412,7,1
1413,7,1
1414,7,1
1415,7,2
1416,7,1
1417,7,1
1418,7,1
1419,7,1
1420,7,1
1421,7,1
1422,7,1
1423,7,1
1424,7,1
1425,7,1
1426,7,1
1427,7,0
1428,7,0
1429,7,0
1430,7,0
1431,7,0
1432,7,0
1433,7,0
1434,7,0
1435,7,0
1436,7,0
1437,7,0
1438,7,0
1439,7,0
1440,7,0
1441,7,0
1442,7,0
1443,7,0
1444,7,0
1445,7,0
1446,7,0
1447,7,0
1448,7,0
1449,7,0
1450,7,0
1451,7,0
1452,7,0
1453,7,0
1454,7,0
1455,7,0
1456,7,0
1457,7,0
1458,7,0
1459,7,0
1460,7,0
1461,7,0
1462,7,0
1463,7,0
1464,7,0
1465,7,0
1466,7,0
1467,7,0
1468,7,0
1469,7,0
1470,7,0
1471,7,0
1472,7,0
1473,7,0
1474,7,0
1475,7,0
1476,7,0
1477,7,0
1478,7,0
1479,7,0
1480,7,0
1481,7,0
1482,7,0
1483,7,0
1484,7,0
1485,7,0
1486,7,0
1487,7,0
1488,7,0
1489,7,0
1490,7,0
1491,7,0
1492,7,0
1493,7,0
1494,7,0
1495,7,0
1496,7,0
1497,7,0
1498,7,0
1499,7,0
1500,7,0
1501,7,0
1502,7,0
1503,7,0
1504,7,0
1505,7,0
1506,7,0
1507,7,0
1508,7,0
1509,7,0
1510,7,0
1511,7,0
1512,7,0
1513,7,0
1514,7,0
1515,7,0
1516,7,0
1517,7,0
1518,7,0
1519,7,0
1520,7,0
1521,7,0
1522,7,0
1523,7,0
1524,7,0
1525,7,0
1526,7,0
1527,7,0
1528,7,0
1529,7,0
1530,7,0
1531,7,0
1532,7,0
1533,7,0
1534,7,0
1535,7,0
1536,7,0
1537,7,0
1538,7,0
1539,7,0
1540,7,0
1541,7,0
1542,7,0
1543,7,0
1544,7,0
1545,7,0
1546,7,0
1547,7,0
1548,7,0
1549,7,0
1550,7,0
1551,7,0
1552,7,0
1553,7,0
1554,7,0
1555,7,0
1556,7,0
1557,7,0
1558,7,0
1559,7,0
1560,7,0
1561,7,0
1562,7,0
1563,7,0
1564,7,0
1565,7,0
1566,7,0
1567,7,0
1568,7,0
1569,7,0
1570,7,0
1571,7,0
1572,7,0
1573,7,0
1574,7,0
1575,8,1
1575,9,8
1575,10,1
1576,11,4
1577,11,1
1578,11,2
1579,11,1
1580,11,2
1581,11,4
1582,11,1
1583,11,2
1584,11,1
1585,11,3
1586,11,2
1587,11,2
1588,11,1
1589,11,1
1590,11,2
1591,11,3
1592,11,2
1593,11,1
1594,11,2
1595,11,1
1596,11,1
1597,11,1
1598,11,1
1599,11,1
1600,11,1
1601,11,1
1602,11,1
1603,11,2
1604,11,1
1605,11,1
1606,11,1
1607,11,2
1608,11,1
1609,11,1
1610,11,1
1611,11,1
1612,11,1
1613,11,2
1614,11,1
1615,11,1
1616,11,2
1617,11,1
1618,11,1
1619,11,1
1620,11,1
1621,11,2
1622,11,1
1623,11,1
1624,11,1
1625,11,1
1626,11,3
1627,11,1
1628,11,1
1629,11,1
1630,11,3
1631,11,1
1632,11,1
1633,11,1
1634,11,1
1635,11,1
1636,11,1
1637,11,1
1638,11,2
1639,11,1
1640,11,1
1641,11,1
1642,11,1
1643,11,1
1644,11,1
1645,11,1
1646,11,1
1647,11,1
1648,11,1
1649,11,1
1650,11,1
1651,11,1
1652,11,0
1653,11,0
1654,11,0
1655,11,0
1656,11,0
1657,11,0
1658,11,0
1659,11,0
1660,11,0
1661,11,0
1662,11,0
1663,11,0
1664,11,0
1665,11,0
1666,11,0
1667,11,0
1668,11,0
1669,11,0
1670,11,0
1671,11,0
1672,11,0
1673,11,0
1674,11,0
1675,11,0
1676,11,0
1677,11,0
1678,11,0
1679,11,0
1680,11,0
1681,11,0
1682,11,0
1683,11,0
1684,11,0
1685,11,0
1686,11,0
1687,11,0
1688,11,0
1689,11,0
1690,11,0
1691,11,0
1692,11,0
1693,11,0
1694,11,0
1695,11,0
1696,11,0
1697,11,0
1698,11,0
1699,11,0
1700,11,0
1701,11,0
1702,11,0
1703,11,0
1704,11,0
1705,11,0
1706,11,0
1707,11,0
1708,11,0
1709,11,0
1710,11,0
1711,11,0
1712,11,0
1713,11,0
1714,11,0
1715,11,0
1716,11,0
1717,11,0
1718,11,0
1719,11,0
1720,11,0
1721,11,0
1722,11,0
1723,11,0
1724,11,0
1725,11,0
1726,11,0
1727,11,0
1728,11,0
1729,11,0
1730,11,0
1731,11,0
1732,11,0
1733,11,0
1734,11,0
1735,11,0
1736,11,0
1737,11,0
1738,11,0
1739,11,0
1740,11,0
1741,11,0
1742,11,0
1743,11,0
1744,11,0
1745,11,0
1746,11,0
1747,11,0
1748,11,0
1749,11,0
1750,11,0
1751,11,0
1752,11,0
1753,11,0
1754,11,0
1755,11,0
1756,11,0
1757,11,0
1758,11,0
1759,11,0
1760,11,0
1761,11,0
1762,11,0
1763,11,0
1764,11,0
1765,11,0
1766,11,0
1767,11,0
1768,11,0
1769,11,0
1770,11,0
1771,11,0
1772,11,0
1773,11,0
1774,11,0
1775,11,0
1776,11,0
1777,11,0
1778,11,0
1779,11,0
1780,11,0
1781,11,0
1782,11,0
1783,11,0
1784,11,0
1785,11,0
1786,11,0
1787,11,0
1788,11,0
1789,11,0
1790,11,0
1791,11,0
1792,11,0
1793,11,0
1794,11,0
1795,11,0
1796,11,0
1797,11,0
1798,11,0
1799,11,0
1800,11,0
1801,11,0
1802,11,0
1803,11,0
1804,11,0
1805,11,0
1806,11,0
1807,11,0
1808,11,0
1809,11,0
1810,11,0
1811,11,0
1812,11,0
1813,11,0
1814,12,3
1815,12,1
1816,12,2
1817,12,3
1818,12,2
1819,12,1
1820,12,2
1821,12,2
1822,12,2
1823,12,3
1824,12,1
1825,12,2
1826,12,1
1827,12,1
1828,12,2
1829,12,2
1830,12,1
1831,12,2
1832,12,2
1833,12,1
1834,12,1
1835,12,3
1836,12,1
1837,12,1
1838,12,1
1839,12,1
1840,12,1
1841,12,3
1842,12,1
1843,12,1
1844,12,2
1845,12,1
1846,12,1
1847,12,1
1848,12,1
1849,12,1
1850,12,1
1851,12,2
1852,12,2
1853,12,1
1854,12,1
1855,12,1
1856,12,1
1857,12,1
1858,12,1
1859,12,1
1860,12,1
1861,12,2
1862,12,1
1863,12,1
1864,12,1
1865,12,1
1866,12,1
1867,12,1
1868,12,1
1869,12,1
1870,12,1
1871,12,1
1872,12,1
1873,12,2
1874,12,1
1875,12,1
1876,12,1
1877,12,1
1878,12,1
1879,12,1
1880,12,1
1881,12,1
1882,12,1
1883,12,1
1884,12,1
1885,12,1
1886,12,1
1887,12,1
1888,12,2
1889,12,1
1890,12,1
1891,12,1
1892,12,1
1893,12,1
1894,12,1
1895,12,1
1896,12,1
1897,12,2
1898,12,1
1899,12,1
1900,12,1
1901,12,1
1902,12,1
1903,12,1
1904,12,0
1905,12,0
1906,12,0
1907,12,0
1908,12,0
1909,12,0
1910,12,0
1911,12,0
1912,12,0
1913,12,0
1914,12,0
1915,12,0
1916,12,0
1917,12,0
1918,12,0
1919,12,0
1920,12,0
1921,12,0
1922,12,0
1923,12,0
1924,12,0
1925,12,0
1926,12,0
1927,12,0
1928,12,0
1929,12,0
1930,12,0
1931,12,0
1932,12,0
1933,12,0
1934,12,0
1935,12,0
1936,12,0
1937,12,0
1938,12,0
1939,12,0
1940,12,0
1941,12,0
1942,12,0
1943,12,0
1944,12,0
1945,12,0
1946,12,0
1947,12,0
1948,12,0
1949,12,0
1950,12,0
1951,12,0
1952,12,0
1953,12,0
1954,12,0
1955,12,0
1956,12,0
1957,12,0
1958,12,0
1959,12,0
1960,12,0
1961,12,0
1962,12,0
1963,12,0
1964,12,0
1965,12,0
1966,12,0
1967,12,0
1968,12,0
1969,12,0
1970,12,0
1971,12,0
1972,12,0
1973,12,0
1974,12,0
1975,12,0
1976,12,0
1977,12,0
1978,12,0
1979,12,0
1980,12,0
1981,12,0
1982,12,0
1983,12,0
1984,12,0
1985,12,0
1986,12,0
1987,12,0
1988,12,0
1989,12,0
1990,12,0
1991,12,0
1992,12,0
1993,12,0
1994,12,0
1995,12,0
1996,12,0
1997,12,0
1998,12,0
1999,12,0
2000,12,0
2001,12,0
2002,12,0
2003,12,0
2004,12,0
2005,12,0
2006,12,0
2007,12,0
2008,12,0
2009,12,0
2010,12,0
2011,12,0
2012,12,0
2013,12,0
2014,12,0
2015,12,0
2016,12,0
2017,12,0
2018,12,0
2019,12,0
2020,12,0
2021,12,0
2022,12,0
2023,12,0
2024,12,0
2025,12,0
2026,12,0
2027,12,0
2028,12,0
2029,12,0
2030,12,0
2031,12,0
2032,12,0
2033,12,0
2034,12,0
2035,12,0
2036,12,0
2037,12,0
2038,12,0
2039,12,0
2040,12,0
2041,12,0
2042,12,0
2043,12,0
2044,12,0
2045,12,0
2046,12,0
2047,12,0
2048,12,0
2049,12,0
2050,12,0
2051,12,0
2052,12,0
2053,12,0
2054,12,0
2055,12,0
2056,12,0
2057,12,0
2058,13,2
2059,13,2
2060,13,2
2061,13,6
2062,13,4
2063,13,4
2064,13,3
2065,13,2
2066,13,2
2067,13,3
2068,13,3
2069,13,1
2070,13,3
2071,13,2
2072,13,2
2073,13,1
2074,13,2
2075,13,2
2076,13,1
2077,13,1
2078,13,2
2079,13,2
2080,13,1
2081,13,2
2082,13,1
2083,13,2
2084,13,2
2085,13,1
2086,13,2
2087,13,1
2088,13,1
2089,13,1
2090,13,2
2091,13,1
2092,13,1
2093,13,1
2094,13,1
2095,13,2
2096,13,1
2097,13,1
2098,13,1
2099,13,1
2100,13,1
2101,13,1
2102,13,1
2103,13,1
2104,13,2
2105,13,2
2106,13,1
2107,13,1
2108,13,1
2109,13,1
2110,13,1
2111,13,1
2112,13,1
2113,13,1
2114,13,1
2115,13,1
2116,13,1
2117,13,1
2118,13,1
2119,13,1
2120,13,1
2121,13,1
2122,13,1
2123,13,1
2124,13,1
2125,13,1
2126,13,1
2127,13,1
2128,13,2
2129,13,1
2130,13,1
2131,13,1
2132,13,1
2133,13,1
2134,13,1
2135,13,1
